Destination	Place	Rating	Description
Ranthambore	Raj Bagh Talao	3.2	With the Raj Bagh ruins in the backdrop, Raj Bagh Talao has an aesthetic appeal not found anywhere else in the reserve. The picturesque location and the number of species visiting the lake for drinking water make this location a paradise for photographers and nature lovers.
Ranthambore	Village Women Craft	3.2	Village Women Craft is where one can find local craft and artwork created by the village women in Ranthambore. One can watch the local women at work here using natural dyes and environmentally friendly material. A rich quality of local craft including patchwork, woodwork and handloom is kept on display and sale for the tourists.
Ranthambore	Wild Dragon Adventure Park	3.2	Wild Dragon is an adventure theme park that appeals mostly to adventure seekers and fun lovers. They have a number of activities like Water Zorbing, Bumper Boats, Haunted House, Sumo Fights and Trampoline rendering it a perfect attraction to spend time with friends and family.
Ranthambore	Wild Dragon Adventure Park	3.2	The Wild Dragon Adventure Park is situated in Ranthambore, Sawai Madhopur (a city in Rajasthan). As evident from its name, the Wild Dragon Adventure Park is an amusement park that entertains adventure lovers, centred in an undisturbed, natural environment. It is engulfed by a scenic surrounding of gently sloping hills, and a crystal-clear lake that promote photography, water-sports and trekking activities.
Ranthambore	Rajiv Gandhi Regional Museum of Natural History	3.2	Rajiv Gandhi Regional Museum of Natural History is located in Village Ramsinghpura, Sawai Madhopur, Rajasthan. Established in 2007 and open for public in 2014, this museum depicts the history of natural resources in Rajasthan.
Ranthambore	Dastkar Ranthambore	3.2	"Dastkar Ranthambore is an initiation founded to resettle the people who were made to relocate after the Ranthambore National Park was established. This non-profit organisation helps these communities to create a source of income by reviving local art and crafts like pottery, leather artefacts, tie & dye, block-printing, patchwork etc. by providing necessary training and helping them reach the world market.

You may visit Dastkar Ranthambore for colourful handicrafts, toys, stylish accessories such as scarves, kurtas, pouches, bags and home furnishings including bed-sheets, table linen, cushions and quilts."
Jim Corbett National Park	Jungle Safari in Corbett National Park	3.7	To enjoy bird watching and sights of wild animals, especially tigers, wandering in the wild, the jungle safaris offer jeep rides through the terrain.
Jim Corbett National Park	Corbett Waterfall	3.3	This 66 ft. high waterfall is a sight to witness, especially on full-moon nights. Nature lovers often camp and come on a picnic near this falls.
Jim Corbett National Park	River Rafting in Corbett National Park	3.2	River rafting in the Kosi River at Corbett National Park is one of the popular activities. Offering Class II & III rapids, it can be done only during the monsoons.
Jim Corbett National Park	Dhikala	3.7	The Dhikala Forest Lodge is the most popular tourist attraction at Jim Corbett National Park. It is famous for spotting the Bengal tiger, spotted deers, Dhikala Chaur and the rare Hog deer. Dhikala is the only tourism zone where canter safari is available.
Jim Corbett National Park	Bijrani Zone	3.2	Bijrani is the best zone after Dhikala to spot the royal Bengal Tiger. Characterised by Sal trees, animals like Chital, Sambar and rare Hog deer can also be spotted here. It is also popular among birdwatchers as it houses almost 600 species of rare and migratory birds.
Jim Corbett National Park	Jhirna	3.2	Jhirna safari zone in Corbett National Park is one of the five tourism zones open to the public. It is popular for tiger and sloth bear sightings. Characterised by dry deciduous forest, animals like deer, nilgai, chital and elephants can also be spotted here.
Jim Corbett National Park	Durga Devi Zone	3.2	Durga Devi Zone at Jim Corbett is famous for its safari through dense forestation and hilly terrain. Other than regional flora and fauna, the enchanting zone houses a number of exotic birds and, therefore, is a favourite amongst bird watchers. Wild Elephants, Spotted and Barking Deer, Sambar, Jackals and the Black Faced Monkey can also be spotted here.
Jim Corbett National Park	Garjiya Devi Temple	3.2	Dedicated to Goddess Parvati, Garjia Devi temple perched atop a huge rock in the midst of Kosi River is also home to the deities of Baba Bhairon, Lord Shiva, Lord Ganesha and Goddess Saraswati.
Jim Corbett National Park	Corbett Museum	3.3	Located at Kaladhungi, Corbett Museum is a bungalow that earlier belonged to Jim Corbett- the well known tiger conservationist and contains his memoirs, his personal belongings, letters written by him as well as his friends and well wishers, antiques and rare photographs.
Jim Corbett National Park	Kosi River	3.3	Kosi River in Jim Corbett National Park makes a picturesque location with a breathtaking view of the hills in the backdrop and pristine clear waters. Inhabited by mahseer fish, it attracts huge number of migratory birds. It is also popular for rafting.
Jim Corbett National Park	Durga Mandir Temple	3.3	Durga Mandir is an ancient temple dedicated to Goddess Durga. The stunning temple architecture with relief work displaying legends of other Hindu deities attracts tourists in large numbers. The temple comes across as quite a surprise in the dense forests of the park but is considered to hold religious importance.
Jim Corbett National Park	Sitabani Temple	3.3	Sitabani Temple is situated in the Sitavani Jungles of the Jim Corbett National Park. It is an ancient temple, famous for its religious significance and temple architecture. The presiding deity is Goddess Sita, who lived in the region during her exile before facing the Agnipariksha.
Jim Corbett National Park	Gyan Yatra	3.3	Gyan Yatra is a program that is designed to share knowledge about Jim Corbett and the flora and fauna thriving inside it to the guests. The program includes nature walks and tours that allows one to see the park from a broadened point of view which is mostly missed on a Safari and realise there is more to the reserve than the wildlife and the resorts.
Kasol	Parvati River	3.6	An ideal place for relaxing, one can also indulge in some nerve wracking activities like river rafting. Another option there is to laze around and spend your time trout fishing.
Kasol	Kheerganga Trek	4.2	Kheer Ganga (3050 meters) lies at the extreme end of Parvati valley and the last inhibited village while trekking to pin valley via Pin-Parvati pass. Kheerganga's panoramic skies and vast greenery are a much-needed delight to the trekker's eyes and especially the tired legs. It is a holy place with a hot water spring, a small temple of Lord Shiva and a bathing tank. It makes a rare combination for any trekker to bath in hot spring water when everything is covered by snow.
Kasol	Manikaran Gurudwara	3.5	Located hardly 15 minutes from Kasol, Manikaran Gurudwara lies deftly on the banks of Parvati River. It serves as a major pilgrim center for Hindus and Sikhs.
Kasol	Rasol	3.6	Nestled in Parvati Valley of the Himalayas is the magical village of Rasol. Located near Kasol at 10,000 feet above sea level, Rasol is an enchanting location where one is privy to breathtaking views of the snow-capped Himalayas.  Close to the famous Malana village and Kasol, Rasol is a simple yet exhausting trek from Kasol (around 2-4 hours), spanning between two and four hours. Chalal is the starting point of the trek.
Kasol	Chalal	3.3	Chalal is a quaint little village close to Kasol, where one can appreciate the true beauty of the mountains and the original charm of a mountain village, with a grand view of snow-capped mountains and majestic pine trees.
Kasol	Malana	3.5	If you are up to some adventure, sightseeing and understand the traditions of the local inhabitants, a visit to this small village is a blessing in disguise.
